Data,Cidade,UF,Vendedor,Salario,Veículo,Preço
2020-07-02,Campinas,SP,Lucas Fernandes,1800,EcoSport,40896
2020-07-26,Campinas,SP,Lucas Fernandes,1800,EcoSport,55992
2020-07-26,Campinas,SP,Lucas Fernandes,1800,Uno,14071
2020-07-26,Campinas,SP,Lucas Fernandes,1800,Fiesta,28801
2020-07-26,Campinas,SP,Lucas Fernandes,1800,Cruze,46255
2020-07-26,Campinas,SP,Lucas Fernandes,1800,Gol,50001
2020-07-15,Campinas,SP,Lucas Fernandes,1800,Pálio,57807
2020-07-15,Campinas,SP,Lucas Fernandes,1800,Cruze,29026
2020-07-15,Campinas,SP,Lucas Fernandes,1800,Cruze,58873
2020-07-15,Campinas,SP,Lucas Fernandes,1800,Ka,16917
2020-07-15,Campinas,SP,Lucas Fernandes,1800,Ka,47391
2020-07-12,Campinas,SP,Lucas Fernandes,1800,Fiesta,34889
2020-07-12,Campinas,SP,Lucas Fernandes,1800,Gol,10711
2020-07-12,Campinas,SP,Lucas Fernandes,1800,Gol,22937
2020-07-17,Campinas,SP,Lucas Fernandes,1800,EcoSport,58220
2020-07-17,Campinas,SP,Lucas Fernandes,1800,Logan,32717
2020-07-17,Campinas,SP,Lucas Fernandes,1800,Gol,59584
2020-07-17,Campinas,SP,Lucas Fernandes,1800,Ka,42427
2020-07-17,Campinas,SP,Lucas Fernandes,1800,Polo,29450
2020-07-17,Campinas,SP,Lucas Fernandes,1800,Cruze,43377
2020-07-17,Campinas,SP,Lucas Fernandes,1800,Civic,30365
2020-07-17,Campinas,SP,Lucas Fernandes,1800,EcoSport,14424
2020-07-17,Campinas,SP,Lucas Fernandes,1800,Gol,31587
2020-07-27,Campinas,SP,Lucas Fernandes,1800,EcoSport,49452
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Logan,27578
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Uno,28307
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Fiesta,39822
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Civic,22506
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Polo,14148
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Cruze,10006
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Corola,10217
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Corola,37330
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Corola,34856
2020-07-28,Campinas,SP,Lucas Fernandes,1800,EcoSport,50350
2020-07-28,Campinas,SP,Lucas Fernandes,1800,Gol,57162
2020-07-28,Campinas,SP,Lucas Fernandes,1800,Civic,58293
2020-07-28,Campinas,SP,Lucas Fernandes,1800,Fiesta,47015
2020-07-28,Campinas,SP,Lucas Fernandes,1800,Gol,56521
2020-07-28,Campinas,SP,Lucas Fernandes,1800,Logan,46721
2020-07-28,Campinas,SP,Lucas Fernandes,1800,Cruze,56342
2020-07-28,Campinas,SP,Lucas Fernandes,1800,Gol,13749
2020-07-14,Campinas,SP,Lucas Fernandes,1800,Logan,23618
2020-07-14,Campinas,SP,Lucas Fernandes,1800,Cruze,16697
2020-07-14,Campinas,SP,Lucas Fernandes,1800,Ka,51045
2020-07-14,Campinas,SP,Lucas Fernandes,1800,Gol,37351
2020-07-14,Campinas,SP,Lucas Fernandes,1800,EcoSport,29534
2020-07-14,Campinas,SP,Lucas Fernandes,1800,Polo,23144
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Pálio,38767
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Corola,16679
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Pálio,25263
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Logan,19026
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Cruze,32806
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Pálio,34388
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Cruze,18007
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Fiesta,39234
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Cruze,22684
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Uno,12360
2020-07-20,Campinas,SP,Lucas Fernandes,1800,Civic,36844
2020-07-20,Campinas,SP,Lucas Fernandes,1800,Ka,50339
2020-07-20,Campinas,SP,Lucas Fernandes,1800,Fiesta,46386
2020-07-20,Campinas,SP,Lucas Fernandes,1800,Civic,32755
2020-07-20,Campinas,SP,Lucas Fernandes,1800,Gol,26134
2020-07-06,Campinas,SP,Lucas Fernandes,1800,Civic,59496
2020-07-06,Campinas,SP,Lucas Fernandes,1800,Fiesta,59466
2020-07-06,Campinas,SP,Lucas Fernandes,1800,Logan,40759
2020-07-06,Campinas,SP,Lucas Fernandes,1800,Polo,28814
2020-07-06,Campinas,SP,Lucas Fernandes,1800,Corola,47035
2020-07-06,Campinas,SP,Lucas Fernandes,1800,EcoSport,25230
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Pálio,22325
2020-07-27,Campinas,SP,Lucas Fernandes,1800,EcoSport,34460
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Ka,28055
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Fiesta,24719
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Gol,24382
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Cruze,20149
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Civic,40935
2020-07-27,Campinas,SP,Lucas Fernandes,1800,Corola,18578
2020-07-27,Campinas,SP,Lucas Fernandes,1800,EcoSport,17055
2020-07-05,Campinas,SP,Lucas Fernandes,1800,Pálio,39084
2020-07-04,Campinas,SP,Lucas Fernandes,1800,Ka,47918
2020-07-04,Campinas,SP,Lucas Fernandes,1800,Pálio,13439
2020-07-04,Campinas,SP,Lucas Fernandes,1800,Polo,23164
2020-07-04,Campinas,SP,Lucas Fernandes,1800,Gol,54658
2020-07-04,Campinas,SP,Lucas Fernandes,1800,Civic,21873
2020-07-04,Campinas,SP,Lucas Fernandes,1800,Ka,45577
26-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,16070
26-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Corola,54970
26-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Logan,52012
26-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Uno,46223
26-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,13869
26-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,54148
26-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Ka,12881
26-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Uno,43707
26-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Polo,12094
26-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Uno,20907
24-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,16360
24-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,40341
24-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Civic,51306
24-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,59303
24-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,33571
24-Ago-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,46183
24-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,39955
24-Ago-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,21894
14-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,26796
14-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Civic,54199
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,19806
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Gol,45386
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Gol,37815
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Civic,55368
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Civic,47088
20-Ago-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,34110
20-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Civic,26876
20-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,28809
20-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Polo,30843
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Gol,12580
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,19579
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,26884
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,15823
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Uno,31213
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Gol,18149
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Gol,17232
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Gol,33840
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Civic,50412
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Logan,18057
9-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Corola,28358
8-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,44212
8-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Civic,37373
8-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Gol,39125
8-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Uno,57767
8-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,28891
8-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Ka,21849
8-Ago-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,19549
15-Set-2020,Campinas,SP,Lucas Fernandes,1800,Uno,18933
15-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,53779
15-Set-2020,Campinas,SP,Lucas Fernandes,1800,Uno,19146
15-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,42163
15-Set-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,48594
15-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,50934
2-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,27026
2-Set-2020,Campinas,SP,Lucas Fernandes,1800,Gol,39143
2-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,11775
2-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,14410
2-Set-2020,Campinas,SP,Lucas Fernandes,1800,Uno,56209
4-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,54712
4-Set-2020,Campinas,SP,Lucas Fernandes,1800,Uno,45309
4-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,51275
4-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,23017
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Gol,52753
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,57085
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,27685
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Uno,40779
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,30234
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,53115
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,37315
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Gol,59666
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Uno,42927
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,43853
3-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,53098
3-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,37721
3-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,13727
3-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,53123
3-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,13431
3-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,21954
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,46905
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,29852
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,55566
10-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,19509
10-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,54920
10-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,32499
10-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,10373
28-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,35567
28-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,22152
28-Set-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,36657
28-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,47396
28-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,33890
28-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,58188
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,22331
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,45564
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,39157
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,52226
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,25290
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,17354
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,18866
21-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,41145
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,10378
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,11427
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,12611
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,38701
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,42021
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,23054
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,57808
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,29515
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,46428
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,49717
13-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,59003
11-Set-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,38151
11-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,17914
11-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,11586
11-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,53952
11-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,31374
11-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,21424
11-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,54637
23-Set-2020,Campinas,SP,Lucas Fernandes,1800,Uno,41772
23-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,35739
23-Set-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,50276
23-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,16472
23-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,37078
23-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,16187
23-Set-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,21993
23-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,11419
23-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,55773
23-Set-2020,Campinas,SP,Lucas Fernandes,1800,Uno,14795
8-Set-2020,Campinas,SP,Lucas Fernandes,1800,Gol,45913
8-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,25755
8-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,38472
6-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,51489
6-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,26603
6-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,54926
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,44838
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,10436
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,23875
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,53916
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,59987
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,42353
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,46879
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,38238
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,51271
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,59716
22-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,28642
14-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,57544
14-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,31713
14-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,38130
14-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,55425
14-Set-2020,Campinas,SP,Lucas Fernandes,1800,Ka,55464
14-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,26099
14-Set-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,36451
14-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,13801
14-Set-2020,Campinas,SP,Lucas Fernandes,1800,Corola,27971
17-Set-2020,Campinas,SP,Lucas Fernandes,1800,Polo,43023
17-Set-2020,Campinas,SP,Lucas Fernandes,1800,Civic,25350
17-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,42248
17-Set-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,10111
17-Set-2020,Campinas,SP,Lucas Fernandes,1800,Gol,56368
17-Set-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,10607
17-Set-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,55460
17-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,37960
17-Set-2020,Campinas,SP,Lucas Fernandes,1800,Logan,38759
17-Set-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,37175
24-Out-2020,Campinas,SP,Lucas Fernandes,1800,Uno,50110
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Ka,19669
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Gol,38901
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,54953
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Corola,34623
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Uno,25174
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Civic,10443
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Uno,29071
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,36526
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,27880
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,52327
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Ka,47103
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,24881
17-Out-2020,Campinas,SP,Lucas Fernandes,1800,Logan,45174
17-Out-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,19627
17-Out-2020,Campinas,SP,Lucas Fernandes,1800,Uno,17818
17-Out-2020,Campinas,SP,Lucas Fernandes,1800,Polo,43834
2-Out-2020,Campinas,SP,Lucas Fernandes,1800,Polo,13602
2-Out-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,11904
2-Out-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,24587
2-Out-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,42186
2-Out-2020,Campinas,SP,Lucas Fernandes,1800,Polo,28018
2-Out-2020,Campinas,SP,Lucas Fernandes,1800,Corola,39646
2-Out-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,17239
2-Out-2020,Campinas,SP,Lucas Fernandes,1800,Corola,13097
2-Out-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,55735
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,14733
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,57761
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Gol,23030
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,37941
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,45151
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Corola,36548
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,12534
21-Out-2020,Campinas,SP,Lucas Fernandes,1800,Civic,59164
23-Out-2020,Campinas,SP,Lucas Fernandes,1800,Logan,48752
23-Out-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,43761
23-Out-2020,Campinas,SP,Lucas Fernandes,1800,Cruze,52468
23-Out-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,54179
25-Out-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,29416
25-Out-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,56331
25-Out-2020,Campinas,SP,Lucas Fernandes,1800,Corola,53205
25-Out-2020,Campinas,SP,Lucas Fernandes,1800,Civic,50665
25-Out-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,19194
25-Out-2020,Campinas,SP,Lucas Fernandes,1800,Gol,33449
25-Out-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,45877
25-Out-2020,Campinas,SP,Lucas Fernandes,1800,Polo,33149
25-Out-2020,Campinas,SP,Lucas Fernandes,1800,Uno,46570
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Polo,10100
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Polo,20006
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,43134
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,59044
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,31112
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Pálio,35580
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Polo,14686
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Logan,51505
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Uno,21969
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Civic,30641
13-Out-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,45469
8-Out-2020,Campinas,SP,Lucas Fernandes,1800,EcoSport,10916
8-Out-2020,Campinas,SP,Lucas Fernandes,1800,Ka,16712
8-Out-2020,Campinas,SP,Lucas Fernandes,1800,Fiesta,57904
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Cruze,42113
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Pálio,59387
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Gol,24207
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Cruze,11410
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Logan,53709
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Civic,11654
2020-11-17,Campinas,SP,Lucas Fernandes,1800,EcoSport,26449
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Cruze,14505
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Ka,36237
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Uno,12368
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Uno,38997
2020-11-14,Campinas,SP,Lucas Fernandes,1800,Corola,58977
2020-11-14,Campinas,SP,Lucas Fernandes,1800,EcoSport,33130
2020-11-14,Campinas,SP,Lucas Fernandes,1800,Corola,53833
2020-11-14,Campinas,SP,Lucas Fernandes,1800,Civic,54000
2020-11-14,Campinas,SP,Lucas Fernandes,1800,Ka,32505
2020-11-14,Campinas,SP,Lucas Fernandes,1800,Logan,10114
2020-11-05,Campinas,SP,Lucas Fernandes,1800,Uno,33188
2020-11-05,Campinas,SP,Lucas Fernandes,1800,Civic,26302
2020-11-05,Campinas,SP,Lucas Fernandes,1800,Cruze,34147
2020-11-05,Campinas,SP,Lucas Fernandes,1800,EcoSport,26268
2020-11-05,Campinas,SP,Lucas Fernandes,1800,Gol,20333
2020-11-05,Campinas,SP,Lucas Fernandes,1800,Uno,52381
2020-11-05,Campinas,SP,Lucas Fernandes,1800,Corola,40763
2020-11-05,Campinas,SP,Lucas Fernandes,1800,Logan,43268
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Ka,41941
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Polo,32901
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Cruze,54446
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Corola,44118
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Polo,49541
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Corola,52104
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Uno,53278
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Pálio,47744
2020-11-19,Campinas,SP,Lucas Fernandes,1800,Civic,59224
2020-11-19,Campinas,SP,Lucas Fernandes,1800,Gol,29184
2020-11-19,Campinas,SP,Lucas Fernandes,1800,Ka,59225
2020-11-19,Campinas,SP,Lucas Fernandes,1800,Cruze,21889
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Cruze,59789
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Cruze,58453
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Polo,22607
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Civic,30882
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Civic,16528
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Ka,43223
2020-11-04,Campinas,SP,Lucas Fernandes,1800,Logan,15285
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Ka,42454
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Logan,47260
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Corola,56470
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Ka,33621
2020-11-17,Campinas,SP,Lucas Fernandes,1800,EcoSport,49592
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Corola,33705
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Polo,50125
2020-11-17,Campinas,SP,Lucas Fernandes,1800,Ka,37417
2020-11-12,Campinas,SP,Lucas Fernandes,1800,Uno,46884
2020-11-12,Campinas,SP,Lucas Fernandes,1800,Cruze,42218
2020-11-12,Campinas,SP,Lucas Fernandes,1800,Cruze,12078
2020-11-12,Campinas,SP,Lucas Fernandes,1800,Civic,59387
2020-11-12,Campinas,SP,Lucas Fernandes,1800,Corola,39951
2020-11-12,Campinas,SP,Lucas Fernandes,1800,Gol,18094
2020-11-12,Campinas,SP,Lucas Fernandes,1800,Civic,16941
2020-11-12,Campinas,SP,Lucas Fernandes,1800,Polo,30867
2020-11-02,Campinas,SP,Lucas Fernandes,1800,Uno,11578
2020-11-02,Campinas,SP,Lucas Fernandes,1800,Polo,51872
2020-11-02,Campinas,SP,Lucas Fernandes,1800,Pálio,32360
2020-11-02,Campinas,SP,Lucas Fernandes,1800,Logan,19389
2020-11-21,Campinas,SP,Lucas Fernandes,1800,EcoSport,25564
2020-11-21,Campinas,SP,Lucas Fernandes,1800,Gol,29626
2020-11-21,Campinas,SP,Lucas Fernandes,1800,Gol,52512
2020-11-21,Campinas,SP,Lucas Fernandes,1800,Logan,45636
2020-11-21,Campinas,SP,Lucas Fernandes,1800,Civic,36327
2020-11-18,Campinas,SP,Lucas Fernandes,1800,Civic,32753
2020-11-18,Campinas,SP,Lucas Fernandes,1800,Gol,14837
2020-11-18,Campinas,SP,Lucas Fernandes,1800,EcoSport,12271
2020-11-27,Campinas,SP,Lucas Fernandes,1800,Civic,11031
2020-11-27,Campinas,SP,Lucas Fernandes,1800,Pálio,21390
2020-11-27,Campinas,SP,Lucas Fernandes,1800,Fiesta,55384
2020-11-27,Campinas,SP,Lucas Fernandes,1800,Ka,19973
2020-11-27,Campinas,SP,Lucas Fernandes,1800,Cruze,19901
